Filename,Output Written,Time Taken for Disambiguation,Compilable
6680022.java,True,1.2159614562988281,True
14412812.java,True,1.4664299488067627,True
11154758.java,True,0.9656450748443604,True
3704402.java,True,0.9154798984527588,True
20991673.java,True,1.366182804107666,True
22556550.java,True,1.116380214691162,True
20536507.java,True,1.4661598205566406,True
3024983.java,True,1.2663238048553467,True
19576367.java,True,1.7670578956604004,True
22264586.java,True,1.0654563903808594,True
2310752.java,True,1.0657446384429932,True
4267635.java,True,1.9681963920593262,True
949327.java,True,1.666778326034546,True
20189177.java,True,2.2178761959075928,True
5725178.java,True,1.2661573886871338,True
1218380.java,True,3.0259366035461426,True
8070379.java,True,1.3662142753601074,True
580527.java,True,1.3162105083465576,True
14473781.java,True,1.7169432640075684,True
13438576.java,True,1.2159225940704346,True
10622245.java,True,1.0154192447662354,True
6988217.java,True,1.918074369430542,True
10548278.java,True,1.3661515712738037,True
6361318.java,True,1.7669727802276611,True
21605296.java,True,0.9655251502990723,True
2731569.java,True,1.3663086891174316,True
8143340.java,True,1.216287612915039,True
11377441.java,True,1.1159298419952393,True
7396679.java,True,1.6168766021728516,True
19579830.java,True,0.9155704975128174,True
9857940.java,True,1.7678554058074951,True
3175529.java,True,1.2657766342163086,True
5766915.java,True,1.01554536819458,True
7902692.java,True,3.1192095279693604,True
4591683.java,True,1.1156589984893799,True
20841292.java,True,1.4164659976959229,True
11095249.java,True,1.8171348571777344,True
22899270.java,True,1.1159203052520752,True
9826240.java,True,1.666844129562378,True
16064530.java,True,0.8151676654815674,True
15418447.java,True,0.965498685836792,True
2942515.java,True,0.9657034873962402,True
852143.java,True,1.917095422744751,True
11389590.java,True,1.3663153648376465,True
17534703.java,True,1.5164635181427002,True
943604.java,True,1.266153335571289,True
17340376.java,True,1.9674561023712158,True
8702780.java,True,2.9690001010894775,True
4798331.java,True,1.1157152652740479,True
3577906.java,True,1.3162977695465088,True
21642215.java,True,3.419795513153076,True
4629990.java,True,1.3663148880004883,True
11015015.java,True,1.2160494327545166,True
1113240.java,True,1.0157337188720703,True
22948959.java,True,1.1157903671264648,True
8504461.java,True,1.1158413887023926,True
12908231.java,True,1.165909767150879,True
978930.java,True,1.065873622894287,True
10467996.java,True,1.1660423278808594,True
18923105.java,True,0.9153923988342285,True
4440887.java,True,1.1658241748809814,True
12851326.java,True,1.0657293796539307,True
11090448.java,True,1.2660789489746094,True
19322909.java,True,0.9153347015380859,True
519787.java,True,1.166015625,True
15129123.java,True,1.1159369945526123,True
19136768.java,True,1.115875244140625,True
22966596.java,True,0.9654421806335449,True
7843322.java,True,1.7168359756469727,True
22765730.java,True,1.3661928176879883,True
18629449.java,True,1.1660213470458984,True
19130322.java,True,1.4663655757904053,True
323592.java,True,1.316239595413208,True
19662493.java,True,1.2160334587097168,True
15984793.java,True,1.0657563209533691,True
4948580.java,True,0.9653809070587158,True
8983115.java,True,39.53738212585449,True
18542300.java,True,0.9655864238739014,True
5543349.java,True,1.1159133911132812,True
12394789.java,True,1.0155723094940186,True
15340278.java,True,1.1661298274993896,True
777609.java,True,2.2685964107513428,True
1485385.java,True,1.4163455963134766,True
14899091.java,True,0.9154946804046631,True
19944975.java,True,1.0657165050506592,True
6491370.java,True,1.4668989181518555,True
10690728.java,True,1.3662378787994385,True
14212319.java,True,1.5165398120880127,True
19332849.java,True,0.9654908180236816,True
4417943.java,True,1.165968418121338,True
23241194.java,True,1.6167190074920654,True
11237136.java,True,1.366347312927246,True
5621042.java,True,1.0657413005828857,True
21609542.java,True,1.366365671157837,True
4277520.java,True,1.416170597076416,True
22225661.java,True,1.2160446643829346,True
4776985.java,True,0.9155313968658447,True
9450275.java,True,1.0656166076660156,True
5636184.java,True,1.266021728515625,True
15225386.java,True,3.7203805446624756,True
5505334.java,True,1.1659016609191895,True
8883151.java,True,1.2660963535308838,True
1663419.java,True,0.9656252861022949,True
6159896.java,True,1.6667592525482178,True
17638222.java,True,1.0156781673431396,True
447509.java,True,1.8671295642852783,True
